Unnamed: 0.1,Unnamed: 0,orthofoto_id,dist_0,dist_40,dist_41,dist_42,dist_48,dist_52,dist_54,dist_55,dist_56,dist_57,dist_58,dist_59,dist_60,dist_61,dist_62,dist_63,dist_64,dist_65,dist_72,dist_83,dist_84,dist_87,dist_88,dist_92,dist_95,s2_full_id,lon,lat,cs_cdf,corine,abs_days_diff,time,ARCHIVNR,s2_download_id,in_austria,ortho_begin_date,ortho_end_date,dist_96,image_id,hr_mask_path,hr_compressed_mask_path,hr_othofoto_path,lr_s2_path,lr_harm_path,hr_harm_path,tortilla_path,low_corr,orthofoto_contains_nodata
4616,4607,4841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987,0.013,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.08045326053066,47.09300570860412,0.8549019607843137,6,5,2023-08-16,2023160.0,S2_U_04815,True,2023-08-11,2023-09-07,0.0,04607.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04607.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04607.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04607.tif,/data/USERS/shollend/taco/lr_s2/S2_04607.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04607.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04607.tif,/data/USERS/shollend/taco/tortilla/04607.tortilla,-0.0721327405177639,False
4619,4638,4877,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.912,0.048,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.104091622741455,46.932164240987134,0.8980392156862745,6,5,2023-08-16,2023160.0,S2_U_04851,True,2023-08-11,2023-09-07,0.0,04638.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04638.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04638.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04638.tif,/data/USERS/shollend/taco/lr_s2/S2_04638.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04638.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04638.tif,/data/USERS/shollend/taco/tortilla/04638.tortilla,0.1003676258214637,False
4620,4616,4850,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.225,0.052,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,0.0,0.0,0.002,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.076039209986428,47.19661642048261,0.8980392156862745,5,5,2023-08-16,2023160.0,S2_U_04824,True,2023-08-11,2023-09-07,0.0,04616.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04616.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04616.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04616.tif,/data/USERS/shollend/taco/lr_s2/S2_04616.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04616.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04616.tif,/data/USERS/shollend/taco/tortilla/04616.tortilla,-0.1698493743132416,False
4621,4547,4773,0.0,0.0,0.001,0.0,0.0,0.0,0.452,0.0,0.389,0.0,0.0,0.012,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.002,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.06949864118631,46.95452237667702,0.9058823529411764,5,5,2023-08-16,2023160.0,S2_U_04747,True,2023-08-11,2023-09-07,0.0,04547.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04547.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04547.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04547.tif,/data/USERS/shollend/taco/lr_s2/S2_04547.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04547.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04547.tif,/data/USERS/shollend/taco/tortilla/04547.tortilla,0.0666259324882556,False
4622,4641,4880,0.0,0.0,0.0,0.0,0.0,0.0,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.049,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TPT,11.102641980576417,46.96670171712767,0.9176470588235294,5,8,2023-08-19,2023160.0,S2_U_04854,True,2023-08-11,2023-09-07,0.0,04641.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04641.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04641.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04641.tif,/data/USERS/shollend/taco/lr_s2/S2_04641.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04641.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04641.tif,/data/USERS/shollend/taco/tortilla/04641.tortilla,0.1353882133162099,False
4623,4656,4895,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.981,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TPT,11.095365439578783,47.13938835349014,0.8470588235294118,5,8,2023-08-19,2023160.0,S2_U_04869,True,2023-08-11,2023-09-07,0.0,04656.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04656.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04656.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04656.tif,/data/USERS/shollend/taco/lr_s2/S2_04656.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04656.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04656.tif,/data/USERS/shollend/taco/tortilla/04656.tortilla,0.0761506863546272,False
4624,4609,4843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.828,0.172,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TPT,11.079473850710045,47.11603038433229,0.8549019607843137,7,8,2023-08-19,2023160.0,S2_U_04817,True,2023-08-11,2023-09-07,0.0,04609.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04609.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04609.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04609.tif,/data/USERS/shollend/taco/lr_s2/S2_04609.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04609.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04609.tif,/data/USERS/shollend/taco/tortilla/04609.tortilla,-0.068803280620214,False
4625,4612,4846,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.248,0.0,0.0,0.001,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.07800314061568,47.15056732422408,0.8745098039215686,5,5,2023-08-16,2023160.0,S2_U_04820,True,2023-08-11,2023-09-07,0.0,04612.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04612.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04612.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04612.tif,/data/USERS/shollend/taco/lr_s2/S2_04612.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04612.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04612.tif,/data/USERS/shollend/taco/tortilla/04612.tortilla,-0.166382320516585,False
4626,4634,4873,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.106021554983467,46.88611424279043,0.9058823529411764,6,5,2023-08-16,2023160.0,S2_U_04847,True,2023-08-11,2023-09-07,0.0,04634.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04634.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04634.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04634.tif,/data/USERS/shollend/taco/lr_s2/S2_04634.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04634.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04634.tif,/data/USERS/shollend/taco/tortilla/04634.tortilla,0.0790141655521259,False
4627,4649,4888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.921,0.079,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.098767048609762,47.05880145812056,0.8392156862745098,6,5,2023-08-16,2023160.0,S2_U_04862,True,2023-08-11,2023-09-07,0.0,04649.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04649.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04649.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04649.tif,/data/USERS/shollend/taco/lr_s2/S2_04649.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04649.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04649.tif,/data/USERS/shollend/taco/tortilla/04649.tortilla,-0.0579327110279463,False
4629,4642,4881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641,0.357,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TPT,11.102158348086943,46.97821420243824,0.8313725490196079,6,3,2023-08-14,2023160.0,S2_U_04855,True,2023-08-11,2023-09-07,0.0,04642.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04642.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04642.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04642.tif,/data/USERS/shollend/taco/lr_s2/S2_04642.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04642.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04642.tif,/data/USERS/shollend/taco/tortilla/04642.tortilla,0.0547599918516623,False
4632,4620,4854,0.0,0.0,0.0,0.0,0.0,0.0,0.647,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230715T101601_20230715T101733_T32TPT,11.074071861098458,47.24266531033649,0.9176470588235294,5,0,2023-07-15,2023260.0,S2_U_04828,True,2023-07-15,2023-09-07,0.0,04620.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04620.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04620.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04620.tif,/data/USERS/shollend/taco/lr_s2/S2_04620.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04620.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04620.tif,/data/USERS/shollend/taco/tortilla/04620.tortilla,0.0662483485358001,False
4633,4655,4894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TPT,11.095852016704304,47.12787596791029,0.8470588235294118,6,8,2023-08-19,2023160.0,S2_U_04868,True,2023-08-11,2023-09-07,0.0,04655.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04655.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04655.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04655.tif,/data/USERS/shollend/taco/lr_s2/S2_04655.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04655.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04655.tif,/data/USERS/shollend/taco/tortilla/04655.tortilla,-0.2140923028639192,False
4635,4617,4851,0.0,0.0,0.001,0.0,0.09,0.0,0.342,0.004,0.358,0.034,0.001,0.009,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.0,0.153,0.0,0.0,0.005,COPERNICUS/S2_SR_HARMONIZED/20230715T101601_20230715T101733_T32TPT,11.075547693574508,47.208128663449926,0.9254901960784314,5,0,2023-07-15,2023260.0,S2_U_04825,True,2023-07-15,2023-09-07,0.0,04617.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04617.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04617.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04617.tif,/data/USERS/shollend/taco/lr_s2/S2_04617.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04617.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04617.tif,/data/USERS/shollend/taco/tortilla/04617.tortilla,0.2665924312531731,False
4636,4643,4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.64,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TPT,11.101674506153794,46.98972668361495,0.8156862745098039,7,3,2023-08-14,2023160.0,S2_U_04856,True,2023-08-11,2023-09-07,0.0,04643.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04643.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04643.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04643.tif,/data/USERS/shollend/taco/lr_s2/S2_04643.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04643.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04643.tif,/data/USERS/shollend/taco/tortilla/04643.tortilla,-0.0874258455379684,False
4638,4596,4830,0.0,0.0,0.0,0.0,0.0,0.0,0.888,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.085824858071415,46.9663694650527,0.8980392156862745,5,5,2023-08-16,2023160.0,S2_U_04804,True,2023-08-11,2023-09-07,0.0,04596.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04596.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04596.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04596.tif,/data/USERS/shollend/taco/lr_s2/S2_04596.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04596.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04596.tif,/data/USERS/shollend/taco/tortilla/04596.tortilla,0.1999762595436637,False
4639,4651,4890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982,0.018,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.097796214363775,47.0818263290393,0.8352941176470589,6,5,2023-08-16,2023160.0,S2_U_04864,True,2023-08-11,2023-09-07,0.0,04651.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04651.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04651.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04651.tif,/data/USERS/shollend/taco/lr_s2/S2_04651.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04651.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04651.tif,/data/USERS/shollend/taco/tortilla/04651.tortilla,0.0021555817136684,False
4640,4614,4848,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.077021602026464,47.17359189630877,0.8862745098039215,5,5,2023-08-16,2023160.0,S2_U_04822,True,2023-08-11,2023-09-07,0.0,04614.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04614.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04614.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04614.tif,/data/USERS/shollend/taco/lr_s2/S2_04614.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04614.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04614.tif,/data/USERS/shollend/taco/tortilla/04614.tortilla,-0.334781465710494,False
4642,4648,4887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.761,0.239,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.099252150066432,47.04728901140167,0.8627450980392157,6,5,2023-08-16,2023160.0,S2_U_04861,True,2023-08-11,2023-09-07,0.0,04648.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04648.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04648.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04648.tif,/data/USERS/shollend/taco/lr_s2/S2_04648.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04648.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04648.tif,/data/USERS/shollend/taco/tortilla/04648.tortilla,-0.0176522338169325,False
4644,4621,4855,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.941,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230715T101601_20230715T101733_T32TPT,11.073579488727692,47.254177497088335,0.8352941176470589,6,0,2023-07-15,2023260.0,S2_U_04829,True,2023-07-15,2023-09-07,0.0,04621.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04621.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04621.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04621.tif,/data/USERS/shollend/taco/lr_s2/S2_04621.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04621.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04621.tif,/data/USERS/shollend/taco/tortilla/04621.tortilla,-0.1346073801196517,False
4645,4640,4879,0.0,0.0,0.0,0.0,0.0,0.0,0.752,0.027,0.008,0.0,0.0,0.033,0.0,0.0,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.103125403758126,46.95518922814272,0.9058823529411764,5,5,2023-08-16,2023160.0,S2_U_04853,True,2023-08-11,2023-09-07,0.0,04640.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04640.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04640.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04640.tif,/data/USERS/shollend/taco/lr_s2/S2_04640.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04640.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04640.tif,/data/USERS/shollend/taco/tortilla/04640.tortilla,0.2690650987393951,False
4648,4646,4885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702,0.296,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230814T102031_20230814T102027_T32TPT,11.100221722330993,47.02426409774552,0.8313725490196079,7,3,2023-08-14,2023160.0,S2_U_04859,True,2023-08-11,2023-09-07,0.0,04646.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04646.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04646.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04646.tif,/data/USERS/shollend/taco/lr_s2/S2_04646.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04646.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04646.tif,/data/USERS/shollend/taco/tortilla/04646.tortilla,-0.2015468457706279,False
4651,4613,4847,0.0,0.0,0.0,0.0,0.0,0.0,0.558,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438,0.0,0.0,0.002,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.07751247793291,47.16207961602471,0.8862745098039215,5,5,2023-08-16,2023160.0,S2_U_04821,True,2023-08-11,2023-09-07,0.0,04613.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04613.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04613.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04613.tif,/data/USERS/shollend/taco/lr_s2/S2_04613.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04613.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04613.tif,/data/USERS/shollend/taco/tortilla/04613.tortilla,-0.0460497641265715,False
4654,4664,4903,0.0,0.0,0.0,0.0,0.0,0.0,0.751,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.0,0.0,0.001,COPERNICUS/S2_SR_HARMONIZED/20230715T101601_20230715T101733_T32TPT,11.091465202056884,47.23148701864207,0.9215686274509804,5,0,2023-07-15,2023260.0,S2_U_04877,True,2023-07-15,2023-09-07,0.0,04664.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04664.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04664.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04664.tif,/data/USERS/shollend/taco/lr_s2/S2_04664.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04664.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04664.tif,/data/USERS/shollend/taco/tortilla/04664.tortilla,0.00982978665419,False
4657,4639,4878,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0,0.006,0.002,0.0,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.447,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.1036086177679,46.94367673594275,0.9098039215686274,5,5,2023-08-16,2023160.0,S2_U_04852,True,2023-08-11,2023-09-07,0.0,04639.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04639.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04639.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04639.tif,/data/USERS/shollend/taco/lr_s2/S2_04639.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04639.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04639.tif,/data/USERS/shollend/taco/tortilla/04639.tortilla,0.137660214415755,False
4660,4690,4933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501,0.499,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230819T101609_20230819T102334_T32TPT,11.115613524953272,47.059131789786925,0.9098039215686274,7,0,2023-08-19,2023370.0,S2_U_04907,True,2023-08-19,2023-08-20,0.0,04690.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04690.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04690.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04690.tif,/data/USERS/shollend/taco/lr_s2/S2_04690.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04690.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04690.tif,/data/USERS/shollend/taco/tortilla/04690.tortilla,-0.2609218578612637,True
4662,4652,4891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.097310481300571,47.09333875231854,0.8705882352941177,5,5,2023-08-16,2023160.0,S2_U_04865,True,2023-08-11,2023-09-07,0.0,04652.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04652.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04652.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04652.tif,/data/USERS/shollend/taco/lr_s2/S2_04652.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04652.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04652.tif,/data/USERS/shollend/taco/tortilla/04652.tortilla,-0.0994650271040016,False
4664,4629,4863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.843,0.0,0.0,0.0,COPERNICUS/S2_SR_HARMONIZED/20230715T101601_20230715T101733_T32TPT,11.06963278178508,47.34627440480613,0.9058823529411764,6,0,2023-07-15,2023260.0,S2_U_04837,True,2023-07-15,2023-09-07,0.0,04629.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04629.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04629.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04629.tif,/data/USERS/shollend/taco/lr_s2/S2_04629.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04629.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04629.tif,/data/USERS/shollend/taco/tortilla/04629.tortilla,0.1570282499446405,False
4665,4659,4898,0.0,0.0,0.0,0.0,0.0,0.0,0.628,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.194,0.0,0.0,0.003,COPERNICUS/S2_SR_HARMONIZED/20230816T100559_20230816T100802_T32TPT,11.093904439495526,47.17392544492618,0.8941176470588236,5,5,2023-08-16,2023160.0,S2_U_04872,True,2023-08-11,2023-09-07,0.0,04659.tif,/data/USERS/shollend/taco/hr_mask/HR_mask_04659.tif,/data/USERS/shollend/taco/hr_compressed_mask/HR_mask_04659.tif,/data/USERS/shollend/taco/hr_orthofoto/HR_ortho_04659.tif,/data/USERS/shollend/taco/lr_s2/S2_04659.tif,/data/USERS/shollend/taco/lr_harm/lr_harm_04659.tif,/data/USERS/shollend/taco/hr_harm/hr_harm_04659.tif,/data/USERS/shollend/taco/tortilla/04659.tortilla,0.2750166194483948,False
